Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Region
38,3,2026-08-02,7245,1005,1,1,0,0,c,Extended,4910,West Region
38,4,2026-08-03,3726,553,1,1,0,0,c,Extended,4910,West Region
38,5,2026-08-04,8158,1099,1,1,0,0,c,Extended,4910,West Region
38,6,2026-08-05,6811,1120,1,1,0,0,c,Extended,4910,West Region
38,7,2026-08-06,6046,926,1,1,0,0,c,Extended,4910,West Region
38,1,2026-08-07,6359,770,1,1,0,0,c,Extended,4910,West Region
38,2,2026-08-08,9087,1092,1,1,0,0,c,Extended,4910,West Region
38,3,2026-08-09,8196,1180,1,1,0,0,c,Extended,4910,West Region
38,4,2026-08-10,5974,703,1,1,0,0,c,Extended,4910,West Region
39,2,2026-08-01,4304,611,1,0,0,0,d,Basic,5030,Central Region
39,3,2026-08-02,7337,1172,1,0,0,0,d,Basic,5030,Central Region
39,4,2026-08-03,9962,1073,1,1,0,0,d,Basic,5030,Central Region
39,5,2026-08-04,7085,1018,1,0,0,0,d,Basic,5030,Central Region
39,6,2026-08-05,9992,1108,1,0,0,0,d,Basic,5030,Central Region
39,7,2026-08-06,3331,522,1,1,0,0,d,Basic,5030,Central Region
39,1,2026-08-07,9091,1006,1,0,0,0,d,Basic,5030,Central Region
39,2,2026-08-08,5178,890,1,0,0,0,d,Basic,5030,Central Region
39,3,2026-08-09,9065,1073,1,1,0,0,d,Basic,5030,Central Region
39,4,2026-08-10,4370,705,1,0,0,0,d,Basic,5030,Central Region
40,2,2026-08-01,8754,1198,1,1,0,0,a,Extra,5150,North Region
40,3,2026-08-02,10090,1122,1,1,0,0,a,Extra,5150,North Region
40,4,2026-08-03,7140,800,1,1,0,0,a,Extra,5150,North Region
40,5,2026-08-04,5418,755,1,1,0,0,a,Extra,5150,North Region
40,6,2026-08-05,6715,726,1,1,0,0,a,Extra,5150,North Region
40,7,2026-08-06,9480,1034,1,1,0,0,a,Extra,5150,North Region
40,1,2026-08-07,5420,676,1,1,0,0,a,Extra,5150,North Region
40,2,2026-08-08,5095,869,1,1,0,0,a,Extra,5150,North Region
40,3,2026-08-09,3211,534,1,1,0,0,a,Extra,5150,North Region
40,4,2026-08-10,6204,1004,1,1,0,0,a,Extra,5150,North Region
41,2,2026-08-01,7231,956,1,0,0,0,b,Extended,5270,South Region
41,3,2026-08-02,3567,416,1,0,0,0,b,Extended,5270,South Region
41,4,2026-08-03,5589,675,1,1,0,0,b,Extended,5270,South Region
41,5,2026-08-04,5496,821,1,0,0,0,b,Extended,5270,South Region
41,6,2026-08-05,8202,892,1,0,0,0,b,Extended,5270,South Region
41,7,2026-08-06,5416,594,1,1,0,0,b,Extended,5270,South Region
41,1,2026-08-07,5332,626,1,0,0,0,b,Extended,5270,South Region
41,2,2026-08-08,7877,1055,1,0,0,0,b,Extended,5270,South Region
41,3,2026-08-09,4650,669,1,1,0,0,b,Extended,5270,South Region
41,4,2026-08-10,4474,586,1,0,0,0,b,Extended,5270,South Region
42,2,2026-08-01,4940,608,1,1,0,0,c,Basic,5390,East Region
42,3,2026-08-02,4344,752,1,1,0,0,c,Basic,5390,East Region
42,4,2026-08-03,6394,988,1,1,0,0,c,Basic,5390,East Region
42,5,2026-08-04,3581,465,1,1,0,0,c,Basic,5390,East Region
42,6,2026-08-05,6026,805,1,1,0,0,c,Basic,5390,East Region
42,7,2026-08-06,3028,453,1,1,0,0,c,Basic,5390,East Region
42,1,2026-08-07,4075,494,1,1,0,0,c,Basic,5390,East Region
42,2,2026-08-08,2474,446,1,1,0,0,c,Basic,5390,East Region
42,3,2026-08-09,8688,1032,1,1,0,0,c,Basic,5390,East Region
42,4,2026-08-10,5239,660,1,1,0,0,c,Basic,5390,East Region
43,2,2026-08-01,5864,964,1,0,0,0,d,Extra,5510,West Region
43,3,2026-08-02,5550,693,1,0,0,0,d,Extra,5510,West Region
43,4,2026-08-03,8343,938,1,1,0,0,d,Extra,5510,West Region
43,5,2026-08-04,8868,1101,1,0,0,0,d,Extra,5510,West Region
43,6,2026-08-05,7352,1110,1,0,0,0,d,Extra,5510,West Region
43,7,2026-08-06,4302,718,1,1,0,0,d,Extra,5510,West Region
43,1,2026-08-07,4816,772,1,0,0,0,d,Extra,5510,West Region
43,2,2026-08-08,7658,998,1,0,0,0,d,Extra,5510,West Region
43,3,2026-08-09,2778,422,1,1,0,0,d,Extra,5510,West Region
43,4,2026-08-10,7885,840,1,0,0,0,d,Extra,5510,West Region
44,2,2026-08-01,6498,1025,1,1,0,0,a,Extended,5630,Central Region
44,3,2026-08-02,5033,653,1,1,0,0,a,Extended,5630,Central Region
44,4,2026-08-03,4140,525,1,1,0,0,a,Extended,5630,Central Region
44,5,2026-08-04,6010,763,1,1,0,0,a,Extended,5630,Central Region
44,6,2026-08-05,6643,1119,1,1,0,0,a,Extended,5630,Central Region
44,7,2026-08-06,3911,525,1,1,0,0,a,Extended,5630,Central Region
44,1,2026-08-07,5754,619,1,1,0,0,a,Extended,5630,Central Region
44,2,2026-08-08,6547,733,1,1,0,0,a,Extended,5630,Central Region
44,3,2026-08-09,5125,871,1,1,0,0,a,Extended,5630,Central Region
44,4,2026-08-10,3595,563,1,1,0,0,a,Extended,5630,Central Region
45,2,2026-08-01,7055,832,1,0,0,0,b,Basic,5750,North Region
45,3,2026-08-02,5993,855,1,0,0,0,b,Basic,5750,North Region
45,4,2026-08-03,8904,1050,1,1,0,0,b,Basic,5750,North Region
45,5,2026-08-04,5107,728,1,0,0,0,b,Basic,5750,North Region
45,6,2026-08-05,6924,1044,1,0,0,0,b,Basic,5750,North Region
45,7,2026-08-06,4065,457,1,1,0,0,b,Basic,5750,North Region
45,1,2026-08-07,9378,1188,1,0,0,0,b,Basic,5750,North Region
45,2,2026-08-08,4773,756,1,0,0,0,b,Basic,5750,North Region
45,3,2026-08-09,3925,458,1,1,0,0,b,Basic,5750,North Region
45,4,2026-08-10,4470,707,1,0,0,0,b,Basic,5750,North Region
46,2,2026-08-01,9942,1059,1,1,0,0,c,Extra,5870,South Region
46,3,2026-08-02,3694,635,1,1,0,0,c,Extra,5870,South Region
46,4,2026-08-03,7613,1067,1,1,0,0,c,Extra,5870,South Region
46,5,2026-08-04,7787,866,1,1,0,0,c,Extra,5870,South Region
46,6,2026-08-05,7898,1008,1,1,0,0,c,Extra,5870,South Region
46,7,2026-08-06,4323,555,1,1,0,0,c,Extra,5870,South Region
46,1,2026-08-07,7378,860,1,1,0,0,c,Extra,5870,South Region
46,2,2026-08-08,6184,1109,1,1,0,0,c,Extra,5870,South Region
46,3,2026-08-09,2919,403,1,1,0,0,c,Extra,5870,South Region
46,4,2026-08-10,6522,1089,1,1,0,0,c,Extra,5870,South Region
47,2,2026-08-01,4554,529,1,0,0,0,d,Extended,5990,East Region
47,3,2026-08-02,4775,509,1,0,0,0,d,Extended,5990,East Region
47,4,2026-08-03,8397,942,1,1,0,0,d,Extended,5990,East Region
47,5,2026-08-04,3969,647,1,0,0,0,d,Extended,5990,East Region
47,6,2026-08-05,3079,413,1,0,0,0,d,Extended,5990,East Region
47,7,2026-08-06,10055,1177,1,1,0,0,d,Extended,5990,East Region
47,1,2026-08-07,4302,614,1,0,0,0,d,Extended,5990,East Region
47,2,2026-08-08,5934,663,1,0,0,0,d,Extended,5990,East Region
47,3,2026-08-09,6269,899,1,1,0,0,d,Extended,5990,East Region
47,4,2026-08-10,6616,723,1,0,0,0,d,Extended,5990,East Region
48,2,2026-08-01,5216,574,1,1,0,0,a,Basic,6110,West Region
48,3,2026-08-02,6971,1160,1,1,0,0,a,Basic,6110,West Region
48,4,2026-08-03,8935,1014,1,1,0,0,a,Basic,6110,West Region
48,5,2026-08-04,7348,1112,1,1,0,0,a,Basic,6110,West Region
48,6,2026-08-05,3264,462,1,1,0,0,a,Basic,6110,West Region
48,7,2026-08-06,6140,975,1,1,0,0,a,Basic,6110,West Region
48,1,2026-08-07,3877,489,1,1,0,0,a,Basic,6110,West Region
48,2,2026-08-08,6398,1153,1,1,0,0,a,Basic,6110,West Region
48,3,2026-08-09,3012,421,1,1,0,0,a,Basic,6110,West Region
48,4,2026-08-10,4026,576,1,1,0,0,a,Basic,6110,West Region
49,2,2026-08-01,2815,467,1,0,0,0,b,Extra,6230,Central Region
49,3,2026-08-02,4651,494,1,0,0,0,b,Extra,6230,Central Region
49,4,2026-08-03,6160,773,1,1,0,0,b,Extra,6230,Central Region
49,5,2026-08-04,9010,1005,1,0,0,0,b,Extra,6230,Central Region
49,6,2026-08-05,5708,769,1,0,0,0,b,Extra,6230,Central Region
49,7,2026-08-06,7364,899,1,1,0,0,b,Extra,6230,Central Region
49,1,2026-08-07,5308,735,1,0,0,0,b,Extra,6230,Central Region
49,2,2026-08-08,3277,416,1,0,0,0,b,Extra,6230,Central Region
49,3,2026-08-09,6608,798,1,1,0,0,b,Extra,6230,Central Region
49,4,2026-08-10,6750,867,1,0,0,0,b,Extra,6230,Central Region
50,2,2026-08-01,5839,750,1,1,0,0,c,Extended,6350,North Region
50,3,2026-08-02,5970,809,1,1,0,0,c,Extended,6350,North Region
50,4,2026-08-03,8237,1161,1,1,0,0,c,Extended,6350,North Region
50,5,2026-08-04,9208,1130,1,1,0,0,c,Extended,6350,North Region
50,6,2026-08-05,8620,1101,1,1,0,0,c,Extended,6350,North Region
50,7,2026-08-06,4126,500,1,1,0,0,c,Extended,6350,North Region
50,1,2026-08-07,4210,573,1,1,0,0,c,Extended,6350,North Region
50,2,2026-08-08,7437,934,1,1,0,0,c,Extended,6350,North Region
50,3,2026-08-09,6311,833,1,1,0,0,c,Extended,6350,North Region
50,4,2026-08-10,6776,903,1,1,0,0,c,Extended,6350,North Region
